step,theta_1,theta_2,dot_theta_1,dot_theta_2
79,-2.9661905765533447,0.40168243646621704,-2.022719621658325,1.4007160663604736
80,-2.9983246326446533,0.4222744405269623,-1.8634229898452759,1.1274884939193726
81,-3.027832269668579,0.43845367431640625,-1.7072612047195435,0.8686015009880066
82,-3.054765224456787,0.45045602321624756,-1.5541411638259888,0.6236966848373413
83,-3.079172372817993,0.4585072696208954,-1.4038747549057007,0.39198556542396545
84,-3.1010992527008057,0.46281740069389343,-1.2562202215194702,0.17240767180919647
85,-3.1205873489379883,0.46357718110084534,-1.1109062433242798,-0.03626655042171478
86,-3.1376733779907227,0.460955947637558,-0.9676451683044434,-0.23536868393421173
87,3.130796194076538,0.4551002085208893,-0.8261407613754272,-0.42628562450408936
88,3.118424415588379,0.44610899686813354,-0.6861890554428101,-0.6100358366966248
89,3.1083719730377197,0.43411189317703247,-0.547447919845581,-0.7884528636932373
90,3.1006221771240234,0.41918426752090454,-0.40956801176071167,-0.9629161357879639
91,3.095163583755493,0.40137866139411926,-0.2722216844558716,-1.1348241567611694
92,3.0919904708862305,0.38072434067726135,-0.13509699702262878,-1.3055144548416138
93,3.0911004543304443,0.35722941160202026,0.002099156379699707,-1.4762707948684692
94,3.0924973487854004,0.33088618516921997,0.13965629041194916,-1.6482149362564087
95,3.096191167831421,0.30165788531303406,0.27778008580207825,-1.8223135471343994
96,3.1021928787231445,0.2695006728172302,0.41662436723709106,-1.9992802143096924
97,3.1105151176452637,0.23436245322227478,0.5562361478805542,-2.179473876953125
98,3.1211702823638916,0.19619007408618927,0.6965057253837585,-2.3626484870910645
99,3.1341664791107178,0.1549411565065384,0.8371201157569885,-2.5479397773742676
100,-3.133681297302246,0.11059588193893433,0.977512001991272,-2.7336413860321045
101,-3.1160082817077637,0.06318764388561249,1.1167633533477783,-2.917074203491211
102,-3.0960350036621094,0.012777481228113174,1.2537107467651367,-3.0942575931549072
103,-3.073812961578369,-0.040489599108695984,1.3869820833206177,-3.2609145641326904
104,-3.0494191646575928,-0.0963885486125946,1.515026569366455,-3.4120383262634277
105,-3.0229573249816895,-0.1546078622341156,1.6363227367401123,-3.542538642883301
106,-2.994554042816162,-0.21475540101528168,1.7495888471603394,-3.6478431224823
107,-2.964352607727051,-0.27637436985969543,1.8539634943008423,-3.724461078643799
108,-2.932504177093506,-0.3389661908149719,1.9491291046142578,-3.7704215049743652
109,-2.8991587162017822,-0.4020172357559204,2.035349130630493,-3.785443067550659
110,-2.8644566535949707,-0.4650246500968933,2.1133956909179688,-3.7707457542419434
111,-2.828523874282837,-0.5275154113769531,2.1843605041503906,-3.728600263595581
112,-2.791466236114502,-0.589059054851532,2.249484062194824,-3.6617257595062256
113,-2.7533674240112305,-0.6492645144462585,2.3099567890167236,-3.572862386703491
114,-2.7142975330352783,-0.7077925801277161,2.3668227195739746,-3.4643120765686035
115,-2.674309253692627,-0.76433265209198,2.420889377593994,-3.337919235229492
116,-2.63344407081604,-0.8185998797416687,2.472712516784668,-3.194993495941162
117,-2.591736316680908,-0.8703264594078064,2.5225934982299805,-3.036344289779663
118,-2.549217939376831,-0.9192540049552917,2.570586681365967,-2.862347364425659
119,-2.5059218406677246,-0.9651270508766174,2.616508722305298,-2.6730213165283203
120,-2.461886405944824,-1.0076878070831299,2.659946918487549,-2.4681079387664795
121,-2.417158842086792,-1.0466722249984741,2.7002665996551514,-2.2471466064453125
122,-2.3717994689941406,-1.0818071365356445,2.73661470413208,-2.0095393657684326
123,-2.3258845806121826,-1.1128085851669312,2.7679262161254883,-1.7546101808547974
124,-2.279510498046875,-1.1393808126449585,2.792931079864502,-1.4816521406173706
125,-2.2327966690063477,-1.1612162590026855,2.810166120529175,-1.1899665594100952
126,-2.1858887672424316,-1.1779959201812744,2.817993402481079,-0.8788875341415405
127,-2.138962507247925,-1.1893852949142456,2.814567804336548,-0.5476490259170532
128,-2.0922231674194336,-1.1950465440750122,2.7980446815490723,-0.1958240270614624
129,-2.0459084510803223,-1.1946303844451904,2.7664592266082764,0.17714905738830566
130,-2.0002894401550293,-1.1877777576446533,2.717833995819092,0.5718650221824646
131,-1.9556695222854614,-1.1741185188293457,2.6502370834350586,0.9890254735946655
132,-1.9123833179473877,-1.1532689332962036,2.5618393421173096,1.4295424222946167
133,-1.870794653892517,-1.1248269081115723,2.450967788696289,1.8946723937988281
134,-1.8312923908233643,-1.0883668661117554,2.316141128540039,2.3861680030822754
135,-1.7942893505096436,-1.043423056602478,2.156121015548706,2.9064526557922363
136,-1.7602156400680542,-0.9894829988479614,1.96991765499115,3.4587690830230713
137,-1.7295153141021729,-0.9259707927703857,1.756842017173767,4.047231674194336
138,-1.7026402950286865,-0.8522336483001709,1.5166345834732056,4.67662239074707
139,-1.6800408363342285,-0.7675379514694214,1.2498154640197754,5.3515706062316895
140,-1.6621440649032593,-0.6710928082466125,0.9585413932800293,6.0743408203125
141,-1.6493083238601685,-0.5621399879455566,0.6484978795051575,6.8396525382995605
142,-1.6417263746261597,-0.44018328189849854,0.3326604962348938,7.623895645141602
143,-1.6392412185668945,-0.30546778440475464,0.03759053349494934,8.366583824157715
144,-1.6410521268844604,-0.1597917675971985,-0.19006562232971191,8.950754165649414
145,-1.6454198360443115,-0.007397353649139404,-0.2891906797885895,9.215826988220215
146,-1.6497360467910767,0.14511464536190033,-0.2175062596797943,9.045670509338379
147,-1.6512342691421509,0.29068243503570557,0.010949432849884033,8.476749420166016
148,-1.6479164361953735,0.424222469329834,0.33409440517425537,7.673287868499756
149,-1.6388471126556396,0.5434702634811401,0.6896415948867798,6.794894218444824
150,-1.6238834857940674,0.6481661200523376,1.0396242141723633,5.932926654815674
151,-1.6033047437667847,0.7389820218086243,1.3665616512298584,5.122809410095215
152,-1.577566146850586,0.8168671131134033,1.6640369892120361,4.371250152587891
153,-1.547176718711853,0.8827587962150574,1.9305373430252075,3.6738433837890625
154,-1.5126492977142334,0.9374872446060181,2.166492462158203,3.0232391357421875
155,-1.4744813442230225,0.9817615747451782,2.3730547428131104,2.412310838699341
156,-1.4331483840942383,1.0161844491958618,2.5516674518585205,1.8351433277130127
157,-1.3891000747680664,1.041273832321167,2.703948736190796,1.2871654033660889
158,-1.342759609222412,1.057489037513733,2.8316996097564697,0.7649699449539185
159,-1.2945148944854736,1.0652292966842651,2.9368624687194824,0.2660529911518097
160,-1.2447216510772705,1.0648653507232666,3.0215649604797363,-0.21142297983169556
161,-1.1936986446380615,1.0567412376403809,3.0880753993988037,-0.6688648462295532
162,-1.141725778579712,1.0411800146102905,3.13875675201416,-1.1074298620224
163,-1.089043378829956,1.0184863805770874,3.176004648208618,-1.5281503200531006
164,-1.0358515977859497,0.9889480471611023,3.202181339263916,-1.9320145845413208
165,-0.9823124408721924,0.9528360366821289,3.2195465564727783,-2.319993019104004
166,-0.9285514950752258,0.9104053974151611,3.2301878929138184,-2.6930079460144043
167,-0.8746619820594788,0.8618967533111572,3.2359471321105957,-3.0518383979797363
168,-0.8207095265388489,0.8075405955314636,3.238335132598877,-3.396942138671875
169,-0.7667388319969177,0.7475658059120178,3.2384254932403564,-3.7281785011291504
170,-0.7127824425697327,0.6822139024734497,3.2367167472839355,-4.044408321380615
171,-0.6588721871376038,0.6117612719535828,3.23295521736145,-4.342962265014648
172,-0.6050537824630737,0.5365511178970337,3.2259302139282227,-4.6190032958984375
173,-0.5514044165611267,0.45703548192977905,3.2132766246795654,-4.864880561828613
174,-0.498053640127182,0.37382474541664124,3.1913628578186035,-5.069741249084473
175,-0.44520437717437744,0.28773775696754456,3.1553893089294434,-5.219852924346924
176,-0.3931485414505005,0.1998353898525238,3.0999207496643066,-5.300233840942383
177,-0.34226343035697937,0.11141055077314377,3.0201499462127686,-5.298142910003662
178,-0.2929782569408417,0.02390061318874359,2.913768768310547,-5.208237171173096
179,-0.24572031199932098,-0.06128251552581787,2.7822113037109375,-5.036579132080078
180,-0.20086145401000977,-0.14293664693832397,2.6303179264068604,-4.799808502197266
181,-0.15867657959461212,-0.22019097208976746,2.4648237228393555,-4.519979000091553
182,-0.11932229995727539,-0.2925536334514618,2.2926383018493652,-4.219059467315674
183,-0.08285254240036011,-0.3598545491695404,2.1192879676818848,-3.914607524871826
184,-0.04924674704670906,-0.4221618175506592,1.948517918586731,-3.618750810623169
185,-0.018439069390296936,-0.47969502210617065,1.782472014427185,-3.3387227058410645
186,0.00965898111462593,-0.5327554941177368,1.622106671333313,-3.078052520751953
187,0.03514331951737404,-0.5816771388053894,1.4676023721694946,-2.837770938873291
188,0.058108024299144745,-0.6267947554588318,1.318680763244629,-2.617368698120117
189,0.0786401629447937,-0.6684256792068481,1.1748220920562744,-2.41546893119812
190,0.09681731462478638,-0.7068598866462708,1.0354013442993164,-2.2302584648132324
191,0.11270663142204285,-0.7423553466796875,0.8997678756713867,-2.059748411178589
192,0.12636487185955048,-0.7751368284225464,0.7672896981239319,-1.901922583580017
193,0.13783887028694153,-0.8053961396217346,0.6373745203018188,-1.7548140287399292
194,0.14716629683971405,-0.8332931995391846,0.5094789862632751,-1.6165419816970825
195,0.15437638759613037,-0.858957827091217,0.3831106126308441,-1.4853243827819824
196,0.15948669612407684,-0.882491946220398,0.2578251361846924,-1.3595092296600342
197,0.16251587867736816,-0.9039688110351562,0.13322994112968445,-1.237475037574768
198,0.16347253322601318,-0.9234366416931152,0.008969753980636597,-1.1177048683166504
199,0.16235965490341187,-0.9409188628196716,-0.11527158319950104,-0.9987491965293884
200,0.15917521715164185,-0.9564152359962463,-0.23977509140968323,-0.8792127370834351
201,0.1539127081632614,-0.9699024558067322,-0.3647899627685547,-0.7577426433563232
202,0.14656156301498413,-0.9813348054885864,-0.49053651094436646,-0.6330179572105408
203,0.13710765540599823,-0.9906446933746338,-0.6172096729278564,-0.5037364959716797
204,0.12553365528583527,-0.9977426528930664,-0.7449829578399658,-0.3686058521270752
205,0.11181935667991638,-1.0025177001953125,-0.8740129470825195,-0.22633200883865356
206,0.09594197571277618,-1.004836916923523,-1.0044448375701904,-0.07560814917087555
207,0.07787629216909409,-1.0045455694198608,-1.1364192962646484,0.08489498496055603
208,0.05759357288479805,-1.0014629364013672,-1.2700707912445068,0.2565389573574066
209,0.035065025091171265,-0.9953926205635071,-1.4055697917938232,0.44073277711868286
210,0.010257694870233536,-0.986110508441925,-1.5431041717529297,0.6389516592025757
211,-0.01686481386423111,-0.9733671545982361,-1.6829050779342651,0.8527514338493347
212,-0.04634323716163635,-0.956886351108551,-1.8252663612365723,1.0837923288345337
213,-0.07822394371032715,-0.9363629221916199,-1.9705655574798584,1.3338639736175537
214,-0.11256060004234314,-0.9114603400230408,-2.1192872524261475,1.6049141883850098
215,-0.1494162231683731,-0.8818075060844421,-2.272047519683838,1.8990755081176758
216,-0.18886567652225494,-0.8469954133033752,-2.4296154975891113,2.2186827659606934
217,-0.2309984266757965,-0.8065738677978516,-2.592925786972046,2.566257953643799
218,-0.27592119574546814,-0.7600488662719727,-2.763068199157715,2.9444284439086914
219,-0.32376009225845337,-0.706882894039154,-2.9412314891815186,3.355703830718994
220,-0.374660849571228,-0.6465017199516296,-3.128556489944458,3.801982879638672
221,-0.4287850260734558,-0.5783146023750305,-3.3258235454559326,4.283559799194336
222,-0.48629844188690186,-0.5017593502998352,-3.5328471660614014,4.797264099121094
223,-0.5473447442054749,-0.41639280319213867,-3.747403144836426,5.3332200050354
224,-0.6119948029518127,-0.3220527768135071,-3.963526487350464,5.8698248863220215
225,-0.6801612973213196,-0.21911358833312988,-4.169395446777344,6.36770486831665
226,-0.7514874935150146,-0.10880900174379349,-4.346301078796387,6.76702880859375
227,-0.8252666592597961,0.006523899734020233,-4.472042083740234,6.99752950668335
228,-0.9004793167114258,0.12352538108825684,-4.530122756958008,7.0060529708862305
229,-0.9759708642959595,0.23837384581565857,-4.518948554992676,6.785849571228027
230,-1.05071222782135,0.34764400124549866,-4.453108310699463,6.380791664123535
231,-1.1239999532699585,0.4489046335220337,-4.354189395904541,5.856866836547852
232,-1.1954697370529175,0.5407627820968628,-4.240260601043701,5.271257400512695
233,-1.2649906873703003,0.6225811243057251,-4.122185707092285,4.661229610443115
234,-1.3325480222702026,0.6941626667976379,-4.004665374755859,4.046637058258057
235,-1.3981620073318481,0.7555255889892578,-3.888422966003418,3.436086416244507
236,-1.4618399143218994,0.8067668676376343,-3.7719528675079346,2.831965208053589
237,-1.5235514640808105,0.847991406917572,-3.652661085128784,2.2336649894714355
238,-1.5832186937332153,0.8792802691459656,-3.527534008026123,1.639353632926941
239,-1.640712857246399,0.9006792902946472,-3.393519878387451,1.0468450784683228
240,-1.6958562135696411,0.9121971130371094,-3.247750997543335,0.45395588874816895
241,-1.7484263181686401,0.9138060808181763,-3.0876786708831787,-0.1414196491241455
242,-1.7981623411178589,0.9054433107376099,-2.911160469055176,-0.7413753867149353
243,-1.8447721004486084,0.8870093822479248,-2.7165143489837646,-1.3481261730194092
244,-1.8879402875900269,0.8583650588989258,-2.5025522708892822,-1.9641456604003906
245,-1.9273368120193481,0.8193259835243225,-2.268611192703247,-2.5922439098358154
246,-1.9626264572143555,0.769658088684082,-2.0146148204803467,-3.235485076904297
247,-1.9934813976287842,0.7090826034545898,-1.7412196397781372,-3.8967652320861816
248,-2.019592761993408,0.6372736692428589,-1.4502524137496948,-4.577678680419922
249,-2.040703535079956,0.5539210438728333,-1.145491123199463,-5.276051044464111
250,-2.056654691696167,0.4588312804698944,-0.8342684507369995,-5.981180667877197
251,-2.0674684047698975,0.35214224457740784,-0.5300336480140686,-6.666059494018555
252,-2.0734779834747314,0.2346922755241394,-0.255423903465271,-7.277937889099121
253,-2.075495719909668,0.10850834846496582,-0.04323294758796692,-7.734318733215332
254,-2.0749266147613525,-0.022863879799842834,0.0708203911781311,-7.941254615783691
255,-2.073634386062622,-0.15468570590019226,0.06732814013957977,-7.84685754776001
256,-2.073488473892212,-0.28217899799346924,-0.041157834231853485,-7.484663486480713
257,-2.075883626937866,-0.4018104672431946,-0.21819356083869934,-6.951167583465576
258,-2.081568717956543,-0.5117421746253967,-0.42543378472328186,-6.346045970916748
259,-2.090761423110962,-0.6114871501922607,-0.6357814073562622,-5.736804485321045
260,-2.1033520698547363,-0.7013488411903381,-0.8341689109802246,-5.157979488372803
261,-2.119065999984741,-0.7819838523864746,-1.0136699676513672,-4.62286376953125
262,-2.1375608444213867,-0.8541539907455444,-1.1718178987503052,-4.133901596069336
263,-2.1584761142730713,-0.9186106324195862,-1.3083006143569946,-3.688892364501953
264,-2.1814568042755127,-0.9760507345199585,-1.4237539768218994,-3.284097909927368
265,-2.206162452697754,-1.0271062850952148,-1.5191935300827026,-2.9156274795532227
266,-2.2322707176208496,-1.07234787940979,-1.5957660675048828,-2.5799732208251953
267,-2.259478807449341,-1.1122928857803345,-1.6546508073806763,-2.274156093597412
268,-2.287503480911255,-1.147413969039917,-1.697022795677185,-1.9957109689712524
269,-2.3160810470581055,-1.1781474351882935,-1.7240403890609741,-1.7426133155822754
270,-2.3449668884277344,-1.204898715019226,-1.736837387084961,-1.5131964683532715
271,-2.373934745788574,-1.2280499935150146,-1.7365262508392334,-1.306062936782837
272,-2.4027764797210693,-1.2479610443115234,-1.724184513092041,-1.1200158596038818
273,-2.431302070617676,-1.2649730443954468,-1.7008512020111084,-0.954003632068634
274,-2.4593379497528076,-1.2794108390808105,-1.6675208806991577,-0.8070751428604126
275,-2.486726760864258,-1.2915840148925781,-1.6251367330551147,-0.6783460378646851
276,-2.513326644897461,-1.3017877340316772,-1.574586033821106,-0.5669714212417603
277,-2.539008617401123,-1.3103054761886597,-1.5166701078414917,-0.4721953868865967
278,-2.5636584758758545,-1.317403793334961,-1.4521828889846802,-0.3931366801261902
279,-2.5871734619140625,-1.3233367204666138,-1.3818281888961792,-0.3289761245250702
280,-2.609462022781372,-1.3283443450927734,-1.3062490224838257,-0.2788846790790558
281,-2.6304430961608887,-1.3326529264450073,-1.226029872894287,-0.24202077090740204
282,-2.6500446796417236,-1.3364742994308472,-1.1416999101638794,-0.2175261229276657
283,-2.668203115463257,-1.340005874633789,-1.0537370443344116,-0.2045271396636963
284,-2.6848621368408203,-1.3434301614761353,-0.9625722765922546,-0.20213311910629272
285,-2.699972629547119,-1.346914529800415,-0.868594229221344,-0.2094375193119049
286,-2.713491201400757,-1.3506112098693848,-0.7721536159515381,-0.22551941871643066
287,-2.7253801822662354,-1.3546568155288696,-0.673567533493042,-0.24944418668746948
288,-2.735607147216797,-1.3591721057891846,-0.5731230974197388,-0.28026655316352844
289,-2.7441439628601074,-1.3642621040344238,-0.47108137607574463,-0.3170313239097595
290,-2.7509665489196777,-1.3700158596038818,-0.3676799535751343,-0.3587753176689148
291,-2.7560536861419678,-1.3765065670013428,-0.26313161849975586,-0.40451672673225403
292,-2.7593894004821777,-1.3837902545928955,-0.157636821269989,-0.4533008635044098
293,-2.7609598636627197,-1.3919075727462769,-0.05137760937213898,-0.5041525363922119
294,-2.760753870010376,-1.4008830785751343,0.055479034781455994,-0.556096076965332
295,-2.758763074874878,-1.4107251167297363,0.16277912259101868,-0.6081558465957642
296,-2.754981279373169,-1.4214259386062622,0.2703806757926941,-0.659359335899353
297,-2.7494049072265625,-1.4329615831375122,0.3781515955924988,-0.7087373733520508
298,-2.742032051086426,-1.4452921152114868,0.48596808314323425,-0.755326509475708
299,-2.732862949371338,-1.4583617448806763,0.5937120914459229,-0.7981696128845215
300,-2.72189998626709,-1.4720985889434814,0.7012684345245361,-0.8363168239593506
301,-2.709144353866577,-1.4864095449447632,0.8085099458694458,-0.868882417678833
302,-2.6946053504943848,-1.5011979341506958,0.9153289794921875,-0.8948867321014404
303,-2.6782913208007812,-1.5163451433181763,1.021594524383545,-0.9134073853492737
304,-2.660212993621826,-1.5317175388336182,1.1271589994430542,-0.923532247543335
305,-2.640383720397949,-1.5471662282943726,1.2318501472473145,-0.9243589043617249
306,-2.6188204288482666,-1.5625275373458862,1.3354628086090088,-0.9149956703186035
307,-2.595543622970581,-1.5776227712631226,1.4377487897872925,-0.8945618867874146
308,-2.5705783367156982,-1.5922589302062988,1.5384060144424438,-0.8621900081634521
309,-2.5439555644989014,-1.6062285900115967,1.6370666027069092,-0.8170276284217834
310,-2.5157132148742676,-1.6193102598190308,1.7332843542099,-0.7582411170005798
311,-2.4858973026275635,-1.6312689781188965,1.8265224695205688,-0.6850205063819885
312,-2.454563617706299,-1.64185631275177,1.9161412715911865,-0.5965853929519653
313,-2.4217801094055176,-1.6508111953735352,2.001387119293213,-0.4921923279762268
314,-2.3876283168792725,-1.6578607559204102,2.081382989883423,-0.37114301323890686
315,-2.352205514907837,-1.6627209186553955,2.1551225185394287,-0.23279264569282532
316,-2.315627098083496,-1.6650973558425903,2.221467971801758,-0.07655888795852661
317,-2.278028964996338,-1.6646865606307983,2.2791531085968018,0.09807376563549042
318,-2.2395689487457275,-1.6611772775650024,2.3267927169799805,0.2915494740009308
319,-2.2004292011260986,-1.654251217842102,2.3628995418548584,0.5042443871498108
320,-2.1608188152313232,-1.6435797214508057,2.385849714279175,0.7366216778755188
321,-2.120971202850342,-1.628838062286377,2.394078493118286,0.988811194896698
322,-2.081148624420166,-1.6096909046173096,2.3859732151031494,1.2610865831375122
323,-2.0416390895843506,-1.5857998132705688,2.3599512577056885,1.5537689924240112
324,-2.002756357192993,-1.5568196773529053,2.314509153366089,1.8672949075698853
325,-1.9648383855819702,-1.522396445274353,2.2482616901397705,2.2023088932037354
326,-1.9282445907592773,-1.4821621179580688,2.159971237182617,2.559782028198242
327,-1.8933537006378174,-1.4357280731201172,2.048562526702881,2.941161632537842
328,-1.860560655593872,-1.3826755285263062,1.9131138324737549,3.3485560417175293
329,-1.8302747011184692,-1.3225420713424683,1.7528235912322998,3.7849555015563965
330,-1.8029175996780396,-1.2548043727874756,1.5669465065002441,4.2544965744018555
331,-1.7789239883422852,-1.1788554191589355,1.3547073602676392,4.762752056121826
332,-1.7587429285049438,-1.0939769744873047,1.115211844444275,5.317015647888184
333,-1.7428406476974487,-0.9993079304695129,0.8474140167236328,5.926438808441162
334,-1.7317020893096924,-0.8938153386116028,0.5502936840057373,6.601648330688477
335,-1.725823163986206,-0.7762868404388428,0.22361940145492554,7.3528547286987305
336,-1.7256765365600586,-0.6453937888145447,-0.1298413872718811,8.184028625488281
337,-1.731609582901001,-0.4999401569366455,-0.498900443315506,9.077958106994629
338,-1.7435983419418335,-0.33951181173324585,-0.8528748750686646,9.96487808227539
339,-1.7607680559158325,-0.1657835692167282,-1.126202940940857,10.677665710449219
340,-1.7807953357696533,0.015752971172332764,-1.221190094947815,10.954371452331543
341,-1.7999728918075562,0.1957709640264511,-1.0728505849838257,10.612752914428711
342,-1.814577579498291,0.3648274540901184,-0.7245587110519409,9.769784927368164
343,-1.8223720788955688,0.5174363851547241,-0.2859659790992737,8.719030380249023
344,-1.822709321975708,0.6523779034614563,0.16100111603736877,7.671587944030762
345,-1.8158440589904785,0.7706436514854431,0.5805855989456177,6.709475517272949
346,-1.8023523092269897,0.8738309144973755,0.9626559019088745,5.845035552978516
347,-1.7828717231750488,0.9634666442871094,1.3067409992218018,5.066456317901611
348,-1.7580162286758423,1.0408200025558472,1.6149977445602417,4.357265472412109
349,-1.7283587455749512,1.1068977117538452,1.8897874355316162,3.7026500701904297
350,-1.6944361925125122,1.1624900102615356,2.133064031600952,3.0908799171447754
351,-1.656757116317749,1.2082223892211914,2.346386432647705,2.513183832168579
